,chembl_id,target_id,assay_type,assay_organism,raw_size,cleaned_size,cleaning_failed,cleaning_size_delta,num_pos,percentage_pos,confidence,tid,component_synonym,type_synonym,protein_class_desc,pref_name,EC_super_class,EC_super_class_name,protein_family,protein_super_family,EC_name,reliable_target_EC,reliable_target_protein_desc,reliable_target_EC_super,reliable_target_protein_super
6523,CHEMBL1037552,11639,B,Homo sapiens,38,38,False,0.0,1.0,2.631578947368421,9,11639.0,2.7.11.24,EC_NUMBER,enzyme  kinase  protein kinase  cmgc  mapk  erk,CMGC protein kinase ERK subfamily,2,transferase,kinase_cmgc,kinase,Mitogen-activated protein kinase,True,True,True,True
6524,CHEMBL1037553,100948,B,Homo sapiens,38,38,False,0.0,16.0,42.10526315789474,9,100948.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  axl,Tyrosine protein kinase Axl family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
6525,CHEMBL1037716,114,B,Homo sapiens,51,51,False,0.0,51.0,100.0,9,,,,,,,,,,,,,,
6526,CHEMBL1037717,252,B,Homo sapiens,91,66,False,25.0,66.0,100.0,9,,,,,,,,,,,,,,
6527,CHEMBL1037718,280,B,Homo sapiens,258,205,False,53.0,175.0,85.36585365853658,9,,,,,,,,,,,,,,
6528,CHEMBL1037719,278,F,Homo sapiens,51,51,False,0.0,20.0,39.21568627450981,9,,,,,,,,,,,,,,
6529,CHEMBL1037774,106661,B,Human immunodeficiency virus 1,37,37,False,0.0,18.0,48.64864864864865,9,,,,,,,,,,,,,,
6530,CHEMBL1038469,102802,B,Ixodes ricinus,42,42,False,0.0,42.0,100.0,9,102802.0,3.4.22.34,EC_NUMBER,enzyme,Enzyme,3,hydrolase,undefined enzyme/protein,undefined enzyme/protein,Legumain,True,True,True,True
6531,CHEMBL1038577,10193,B,Homo sapiens,37,37,False,0.0,18.0,48.64864864864865,9,10193.0,4.2.1.1,EC_NUMBER,enzyme  lyase,Lyase,4,lyase,lyase,lyase,Carbonic anhydrase,True,True,True,True
6532,CHEMBL1038578,15,B,Homo sapiens,37,37,False,0.0,37.0,100.0,9,15.0,4.2.1.1,EC_NUMBER,enzyme  lyase,Lyase,4,lyase,lyase,lyase,Carbonic anhydrase,True,True,True,True
6533,CHEMBL1038579,102979,B,Stylophora pistillata,37,37,False,0.0,37.0,100.0,9,102979.0,4.2.1.1,EC_NUMBER,enzyme,Enzyme,4,lyase,undefined enzyme/protein,undefined enzyme/protein,Carbonic anhydrase,True,True,True,True
6534,CHEMBL1039274,10207,B,Homo sapiens,38,38,False,0.0,5.0,13.157894736842106,9,10207.0,2.7.11.11,EC_NUMBER,enzyme  kinase  protein kinase  agc  pka,AGC protein kinase PKA family,2,transferase,kinase_agc,kinase,cAMP-dependent protein kinase,True,True,True,True
6535,CHEMBL1039275,10939,B,Homo sapiens,38,38,False,0.0,6.0,15.789473684210524,9,10939.0,2.7.11.1,EC_NUMBER,"('enzyme  kinase  protein kinase  agc  rsk  rsk', 'enzyme  kinase  protein kinase  camk  rskb  rskb')","('AGC protein kinase RSK subfamily', 'CAMK protein kinase RSKb subfamily')",2,transferase,"('kinase_agc', 'kinase_camk')",kinase,Non-specific serine/threonine protein kinase,True,False,True,True
6536,CHEMBL1039369,87,F,Homo sapiens,54,54,False,0.0,54.0,100.0,9,,,,,,,,,,,,,,
6537,CHEMBL1039826,10131,B,Homo sapiens,34,34,False,0.0,34.0,100.0,9,10131.0,3.4.22.56,EC_NUMBER,enzyme  protease  cysteine  cd  c14,Cysteine protease C14 family,3,hydrolase,protease_cysteine,protease,Caspase-3,True,True,True,True
6538,CHEMBL1039873,25,B,Homo sapiens,35,35,False,0.0,35.0,100.0,9,,,,,,,,,,,,,,
6539,CHEMBL1040013,100643,B,Homo sapiens,47,47,False,0.0,15.0,31.91489361702128,9,100643.0,1.13.11.52,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,"Indoleamine 2,3-dioxygenase",True,True,True,True
6540,CHEMBL1040344,106649,B,Human immunodeficiency virus 1,45,45,False,0.0,22.0,48.88888888888889,9,,,,,,,,,,,,,,
6541,CHEMBL1040386,108,B,Homo sapiens,69,69,False,0.0,34.0,49.27536231884058,9,,,,,,,,,,,,,,
6542,CHEMBL1040387,108,B,Homo sapiens,69,69,False,0.0,34.0,49.27536231884058,9,,,,,,,,,,,,,,
6543,CHEMBL1040411,12824,B,Rattus norvegicus,33,33,False,0.0,16.0,48.48484848484848,9,,,,,,,,,,,,,,
6544,CHEMBL1040875,259,B,Homo sapiens,125,125,False,0.0,125.0,100.0,9,,,,,,,,,,,,,,
6545,CHEMBL1040876,87,B,Homo sapiens,116,116,False,0.0,94.0,81.0344827586207,9,,,,,,,,,,,,,,
6546,CHEMBL1040878,259,F,Homo sapiens,63,63,False,0.0,58.0,92.06349206349206,9,,,,,,,,,,,,,,
6547,CHEMBL1040879,259,F,Homo sapiens,58,58,False,0.0,28.0,48.27586206896552,9,,,,,,,,,,,,,,
6548,CHEMBL1041260,10927,F,Homo sapiens,36,36,False,0.0,36.0,100.0,9,,,,,,,,,,,,,,
6549,CHEMBL1041261,10927,F,Homo sapiens,35,35,False,0.0,17.0,48.57142857142857,9,,,,,,,,,,,,,,
6550,CHEMBL1041758,155,B,Homo sapiens,38,38,False,0.0,19.0,50.0,9,,,,,,,,,,,,,,
6551,CHEMBL1041759,121,B,Homo sapiens,38,38,False,0.0,13.0,34.21052631578947,9,,,,,,,,,,,,,,
6552,CHEMBL1041760,100,B,Homo sapiens,38,38,False,0.0,18.0,47.368421052631575,9,,,,,,,,,,,,,,
6553,CHEMBL1041761,155,B,Homo sapiens,28,28,False,0.0,27.0,96.42857142857144,9,,,,,,,,,,,,,,
6554,CHEMBL1041762,121,B,Homo sapiens,13,13,False,0.0,6.0,46.15384615384615,9,,,,,,,,,,,,,,
6555,CHEMBL1041763,100,B,Homo sapiens,23,23,False,0.0,11.0,47.82608695652174,9,,,,,,,,,,,,,,
6556,CHEMBL1041998,101034,B,Homo sapiens,38,38,False,0.0,12.0,31.578947368421048,9,101034.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  trk,Tyrosine protein kinase Trk family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
6557,CHEMBL1042325,10280,B,Homo sapiens,46,46,False,0.0,46.0,100.0,9,,,,,,,,,,,,,,
6558,CHEMBL1042364,10197,B,Homo sapiens,35,35,False,0.0,17.0,48.57142857142857,9,10197.0,"('2.7.11.1', '2.7.11.26')",EC_NUMBER,enzyme  kinase  protein kinase  cmgc  gsk,CMGC protein kinase GSK family,2,transferase,kinase_cmgc,kinase,"('Non-specific serine/threonine protein kinase', '[Tau protein] kinase')",False,True,True,True
6559,CHEMBL1042521,176,B,Homo sapiens,105,105,False,0.0,105.0,100.0,9,,,,,,,,,,,,,,
6560,CHEMBL1042522,176,F,Homo sapiens,105,105,False,0.0,52.0,49.523809523809526,9,,,,,,,,,,,,,,
6561,CHEMBL1042645,10329,B,Homo sapiens,33,33,False,0.0,16.0,48.48484848484848,9,,,,,,,,,,,,,,
6562,CHEMBL1042648,10329,B,Homo sapiens,57,57,False,0.0,54.0,94.73684210526316,9,,,,,,,,,,,,,,
6563,CHEMBL1042950,61,F,Homo sapiens,40,40,False,0.0,40.0,100.0,9,,,,,,,,,,,,,,
6564,CHEMBL1043093,11336,B,Homo sapiens,43,43,False,0.0,43.0,100.0,9,,,,,,,,,,,,,,
6565,CHEMBL1043502,259,F,Homo sapiens,34,34,False,0.0,31.0,91.17647058823528,9,,,,,,,,,,,,,,
6566,CHEMBL1043555,12708,F,Mus musculus,34,34,False,0.0,17.0,50.0,9,,,,,,,,,,,,,,
6567,CHEMBL1043736,12828,B,Homo sapiens,38,38,False,0.0,5.0,13.157894736842106,9,12828.0,2.7.11.22,EC_NUMBER,enzyme  kinase  protein kinase  cmgc  cdk  cdc2,CMGC protein kinase CDC2 subfamily,2,transferase,kinase_cmgc,kinase,Cyclin-dependent kinase,True,True,True,True
6568,CHEMBL1043991,20130,B,Homo sapiens,40,40,False,0.0,40.0,100.0,9,20130.0,2.3.2.27,EC_NUMBER,cytosolic other,Other cytosolic protein,2,transferase,cytosolic_other,cytosolic,RING-type E3 ubiquitin transferase,True,True,True,True
6569,CHEMBL1043992,20130,B,Homo sapiens,40,40,False,0.0,40.0,100.0,9,20130.0,2.3.2.27,EC_NUMBER,cytosolic other,Other cytosolic protein,2,transferase,cytosolic_other,cytosolic,RING-type E3 ubiquitin transferase,True,True,True,True
6570,CHEMBL1043993,20130,B,Homo sapiens,40,40,False,0.0,2.0,5.0,9,20130.0,2.3.2.27,EC_NUMBER,cytosolic other,Other cytosolic protein,2,transferase,cytosolic_other,cytosolic,RING-type E3 ubiquitin transferase,True,True,True,True
6571,CHEMBL1043994,20130,B,Homo sapiens,40,40,False,0.0,2.0,5.0,9,20130.0,2.3.2.27,EC_NUMBER,cytosolic other,Other cytosolic protein,2,transferase,cytosolic_other,cytosolic,RING-type E3 ubiquitin transferase,True,True,True,True
6572,CHEMBL1044081,121,B,Homo sapiens,33,33,False,0.0,33.0,100.0,9,,,,,,,,,,,,,,
6573,CHEMBL1044082,100,B,Homo sapiens,33,33,False,0.0,33.0,100.0,9,,,,,,,,,,,,,,
6574,CHEMBL1044409,11727,B,Homo sapiens,46,46,False,0.0,23.0,50.0,9,11727.0,"('3.1.3.76', '3.3.2.10')",EC_NUMBER,enzyme  protease  serine  sc  s33,Serine protease S33 family,3,hydrolase,protease_serine,protease,"('Lipid-phosphate phosphatase', 'Soluble epoxide hydrolase')",False,True,True,True
6575,CHEMBL1044429,130,B,Homo sapiens,33,33,False,0.0,33.0,100.0,9,,,,,,,,,,,,,,
6576,CHEMBL1044430,72,B,Homo sapiens,33,33,False,0.0,33.0,100.0,9,,,,,,,,,,,,,,
6577,CHEMBL1044431,165,B,Homo sapiens,33,33,False,0.0,16.0,48.48484848484848,9,,,,,,,,,,,,,,
6578,CHEMBL1044549,12252,B,Homo sapiens,49,49,False,0.0,24.0,48.97959183673469,9,12252.0,3.4.23.46,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Memapsin 2,True,True,True,True
6579,CHEMBL1044550,10674,B,Homo sapiens,49,49,False,0.0,24.0,48.97959183673469,9,10674.0,3.4.23.45,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Memapsin 1,True,True,True,True
6580,CHEMBL1044551,10003,B,Homo sapiens,45,45,False,0.0,22.0,48.88888888888889,9,10003.0,3.4.23.5,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Cathepsin D,True,True,True,True
6581,CHEMBL1044652,11150,B,Homo sapiens,38,38,False,0.0,6.0,15.789473684210524,9,11150.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  dapk,CAMK protein kinase DAPK family,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
6582,CHEMBL1044679,11054,B,Homo sapiens,12,12,False,0.0,6.0,50.0,9,,,,,,,,,,,,,,
6583,CHEMBL1044706,108,F,Homo sapiens,28,28,False,0.0,20.0,71.42857142857143,9,,,,,,,,,,,,,,
6584,CHEMBL1044821,10094,B,Candida albicans,82,82,False,0.0,78.0,95.1219512195122,9,10094.0,1.5.1.3,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Dihydrofolate reductase,True,True,True,True
6585,CHEMBL1044822,6,B,Homo sapiens,36,36,False,0.0,17.0,47.22222222222222,9,6.0,1.5.1.3,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Dihydrofolate reductase,True,True,True,True
6586,CHEMBL1044826,10529,B,Rattus norvegicus,64,64,False,0.0,64.0,100.0,9,,,,,,,,,,,,,,
6587,CHEMBL1044827,17084,B,Cavia porcellus,69,69,False,0.0,69.0,100.0,9,,,,,,,,,,,,,,
6588,CHEMBL1044828,10526,B,Rattus norvegicus,43,43,False,0.0,5.0,11.627906976744184,9,,,,,,,,,,,,,,
6589,CHEMBL1045058,11512,B,Homo sapiens,36,36,False,0.0,18.0,50.0,9,11512.0,"('1.1.1.51', '1.1.1.62')",EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,"('3(or 17)-beta-hydroxysteroid dehydrogenase', '17-beta-estradiol 17-dehydrogenase')",False,True,True,True
6590,CHEMBL1045059,11512,B,Homo sapiens,29,29,False,0.0,5.0,17.24137931034483,9,11512.0,"('1.1.1.51', '1.1.1.62')",EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,"('3(or 17)-beta-hydroxysteroid dehydrogenase', '17-beta-estradiol 17-dehydrogenase')",False,True,True,True
6591,CHEMBL1045060,11512,B,Homo sapiens,29,29,False,0.0,14.0,48.27586206896552,9,11512.0,"('1.1.1.51', '1.1.1.62')",EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,"('3(or 17)-beta-hydroxysteroid dehydrogenase', '17-beta-estradiol 17-dehydrogenase')",False,True,True,True
6592,CHEMBL1045061,13053,B,Homo sapiens,17,17,False,0.0,0.0,0.0,9,13053.0,"('1.1.1.239', '1.1.1.62')",EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,"('3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))', '17-beta-estradiol 17-dehydrogenase')",False,True,True,True
6593,CHEMBL1045062,13053,B,Homo sapiens,21,21,False,0.0,3.0,14.285714285714285,9,13053.0,"('1.1.1.239', '1.1.1.62')",EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,"('3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))', '17-beta-estradiol 17-dehydrogenase')",False,True,True,True
6594,CHEMBL1045200,12594,A,Homo sapiens,29,29,False,0.0,1.0,3.4482758620689653,9,12594.0,"('1.14.14.1', '4.2.1.152')",EC_NUMBER,enzyme  cytochrome p450  cyp_1  cyp_1a  cyp_1a2,Cytochrome P450 1A2,"('1', '4')","('oxidoreductase', 'lyase')",cytochrome_p450,cytochrome,"('Unspecific monooxygenase', 'Hydroperoxy icosatetraenoate dehydratase')",False,True,False,True
6595,CHEMBL1045201,12911,A,Homo sapiens,29,29,False,0.0,7.0,24.13793103448276,9,12911.0,"('1.14.14.1', '1.14.14.51', '1.14.14.52', '1.14.14.53')",EC_NUMBER,enzyme  cytochrome p450  cyp_2  cyp_2c  cyp_2c9,Cytochrome P450 2C9,1,oxidoreductase,cytochrome_p450,cytochrome,"('Unspecific monooxygenase', '(S)-limonene 6-monooxygenase', '(S)-limonene 7-monooxygenase', '(R)-limonene 6-monooxygenase')",False,True,True,True
6596,CHEMBL1045640,100193,B,Homo sapiens,47,47,False,0.0,23.0,48.93617021276596,9,100193.0,3.1.1.23,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Acylglycerol lipase,True,True,True,True
6597,CHEMBL1045641,11291,B,Homo sapiens,43,43,False,0.0,2.0,4.651162790697675,9,11291.0,"('3.1.1.-', '3.5.1.99')",EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,"('unknown EC number', 'Fatty acid amide hydrolase')",False,True,True,True
6598,CHEMBL1045787,101509,B,Homo sapiens,34,34,False,0.0,17.0,50.0,9,101509.0,2.3.1.199,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,Very-long-chain 3-oxoacyl-CoA synthase,True,True,True,True
6599,CHEMBL1046300,102972,B,Streptococcus pneumoniae,35,35,False,0.0,34.0,97.14285714285714,9,102972.0,5.6.2.2,EC_NUMBER,unclassified,Unclassified protein,5,isomerase,unclassified,unclassified,DNA topoisomerase (ATP-hydrolyzing),True,True,True,True
6600,CHEMBL1046604,11269,F,Homo sapiens,36,36,False,0.0,18.0,50.0,9,,,,,,,,,,,,,,
6601,CHEMBL1046605,11269,F,Homo sapiens,39,39,False,0.0,19.0,48.71794871794872,9,,,,,,,,,,,,,,
6602,CHEMBL1046606,20113,F,Homo sapiens,36,36,False,0.0,4.0,11.111111111111107,9,,,,,,,,,,,,,,
6603,CHEMBL1046607,20113,F,Homo sapiens,39,39,False,0.0,10.0,25.64102564102564,9,,,,,,,,,,,,,,
6604,CHEMBL1046619,100193,B,Homo sapiens,36,36,False,0.0,36.0,100.0,9,100193.0,3.1.1.23,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Acylglycerol lipase,True,True,True,True
6605,CHEMBL1046620,100193,B,Homo sapiens,42,42,False,0.0,21.0,50.0,9,100193.0,3.1.1.23,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Acylglycerol lipase,True,True,True,True
6606,CHEMBL1046621,11291,B,Homo sapiens,42,42,False,0.0,7.0,16.666666666666668,9,11291.0,"('3.1.1.-', '3.5.1.99')",EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,"('unknown EC number', 'Fatty acid amide hydrolase')",False,True,True,True
6607,CHEMBL1047087,20174,B,Homo sapiens,37,37,False,0.0,35.0,94.5945945945946,9,,,,,,,,,,,,,,
6608,CHEMBL1047377,51,B,Homo sapiens,33,33,False,0.0,33.0,100.0,9,,,,,,,,,,,,,,
6609,CHEMBL1047378,100,B,Homo sapiens,33,33,False,0.0,33.0,100.0,9,,,,,,,,,,,,,,
6610,CHEMBL1047379,155,B,Homo sapiens,33,33,False,0.0,16.0,48.48484848484848,9,,,,,,,,,,,,,,
6611,CHEMBL1047380,121,B,Homo sapiens,33,33,False,0.0,33.0,100.0,9,,,,,,,,,,,,,,
6612,CHEMBL1047613,11400,B,Homo sapiens,37,37,False,0.0,37.0,100.0,9,11400.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  atypical  pikk  frap,Atypical protein kinase FRAP subfamily,2,transferase,kinase_atypical,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
6613,CHEMBL1047870,12912,A,Homo sapiens,29,29,False,0.0,14.0,48.27586206896552,9,12912.0,"('1.14.14.1', '1.14.14.51', '1.14.14.52', '1.14.14.53', '1.14.14.75')",EC_NUMBER,enzyme  cytochrome p450  cyp_2  cyp_2c  cyp_2c19,Cytochrome P450 2C19,1,oxidoreductase,cytochrome_p450,cytochrome,"('Unspecific monooxygenase', '(S)-limonene 6-monooxygenase', '(S)-limonene 7-monooxygenase', '(R)-limonene 6-monooxygenase', ""Fenbendazole monooxygenase (4'-hydroxylating)"")",False,True,True,True
6614,CHEMBL1047871,11365,A,Homo sapiens,29,29,False,0.0,1.0,3.4482758620689653,9,11365.0,1.14.14.-,EC_NUMBER,enzyme  cytochrome p450  cyp_2  cyp_2d  cyp_2d6,Cytochrome P450 2D6,1,oxidoreductase,cytochrome_p450,cytochrome,unknown EC number,True,True,True,True
6615,CHEMBL1047872,17045,A,Homo sapiens,29,29,False,0.0,14.0,48.27586206896552,9,17045.0,"('1.14.14.1', '1.14.14.55', '1.14.14.56', '1.14.14.73')",EC_NUMBER,enzyme  cytochrome p450  cyp_3  cyp_3a  cyp_3a4,Cytochrome P450 3A4,1,oxidoreductase,cytochrome_p450,cytochrome,"('Unspecific monooxygenase', 'Quinine 3-monooxygenase', '1,8-cineole 2-exo-monooxygenase', 'Albendazole monooxygenase (sufoxide-forming)')",False,True,True,True
6616,CHEMBL1048161,10264,B,Homo sapiens,38,38,False,0.0,13.0,34.21052631578947,9,10264.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  fgfr,Tyrosine protein kinase FGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
6617,CHEMBL1048221,18061,B,Homo sapiens,31,31,False,0.0,8.0,25.806451612903228,9,,,,,,,,,,,,,,
6618,CHEMBL1048541,106661,B,Human immunodeficiency virus 1,33,33,False,0.0,33.0,100.0,9,,,,,,,,,,,,,,
6619,CHEMBL1048581,11290,B,Homo sapiens,37,37,False,0.0,31.0,83.7837837837838,9,,,,,,,,,,,,,,
6620,CHEMBL1048800,10452,B,Trypanosoma cruzi,39,39,False,0.0,0.0,0.0,9,10452.0,3.4.22.51,EC_NUMBER,enzyme  protease  cysteine  ca  c1a,Cysteine protease C1A family,3,hydrolase,protease_cysteine,protease,Cruzipain,True,True,True,True
6621,CHEMBL1048801,10452,B,Trypanosoma cruzi,32,32,False,0.0,16.0,50.0,9,10452.0,3.4.22.51,EC_NUMBER,enzyme  protease  cysteine  ca  c1a,Cysteine protease C1A family,3,hydrolase,protease_cysteine,protease,Cruzipain,True,True,True,True
6622,CHEMBL1048827,10928,F,Rattus norvegicus,50,50,False,0.0,48.0,96.0,9,,,,,,,,,,,,,,
6623,CHEMBL1048828,10927,B,Homo sapiens,47,47,False,0.0,46.0,97.87234042553192,9,,,,,,,,,,,,,,
6624,CHEMBL1048878,10330,B,Homo sapiens,41,41,False,0.0,20.0,48.78048780487804,9,10330.0,6.4.1.2,EC_NUMBER,enzyme,Enzyme,6,ligase,undefined enzyme/protein,undefined enzyme/protein,Acetyl-CoA carboxylase,True,True,True,True
6625,CHEMBL1048879,10608,B,Homo sapiens,41,41,False,0.0,20.0,48.78048780487804,9,10608.0,6.4.1.2,EC_NUMBER,enzyme  ligase,Ligase,6,ligase,ligase,ligase,Acetyl-CoA carboxylase,True,True,True,True
6626,CHEMBL1049125,12239,B,Rattus norvegicus,44,44,False,0.0,22.0,50.0,9,12239.0,1.4.3.4,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Monoamine oxidase,True,True,True,True
6627,CHEMBL1049173,11291,B,Homo sapiens,58,58,False,0.0,29.0,50.0,9,11291.0,"('3.1.1.-', '3.5.1.99')",EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,"('unknown EC number', 'Fatty acid amide hydrolase')",False,True,True,True
6628,CHEMBL1049258,87,B,Homo sapiens,57,57,False,0.0,57.0,100.0,9,,,,,,,,,,,,,,
6629,CHEMBL1049259,259,B,Homo sapiens,57,57,False,0.0,57.0,100.0,9,,,,,,,,,,,,,,
6630,CHEMBL1049381,11512,B,Homo sapiens,35,35,False,0.0,17.0,48.57142857142857,9,11512.0,"('1.1.1.51', '1.1.1.62')",EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,"('3(or 17)-beta-hydroxysteroid dehydrogenase', '17-beta-estradiol 17-dehydrogenase')",False,True,True,True
6631,CHEMBL1049489,10140,B,Homo sapiens,38,38,False,0.0,38.0,100.0,9,10140.0,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  src,Tyrosine protein kinase Src family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
6632,CHEMBL1049518,10938,B,Homo sapiens,10,10,False,0.0,5.0,50.0,9,10938.0,2.7.10.2,EC_NUMBER,"('enzyme  kinase  protein kinase  tk  jaka', 'enzyme  kinase  protein kinase  tk  jakb')","('Tyrosine protein kinase JakA family', 'Tyrosine protein kinase JakB family')",2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,False,True,True
6633,CHEMBL1049598,194,B,Homo sapiens,33,33,False,0.0,33.0,100.0,9,194.0,3.4.21.6,EC_NUMBER,enzyme  protease  serine  pas  s1a,Serine protease S1A subfamily,3,hydrolase,protease_serine,protease,Coagulation factor Xa,True,True,True,True
6634,CHEMBL1049772,108,F,Homo sapiens,33,33,False,0.0,26.0,78.78787878787878,9,,,,,,,,,,,,,,
6635,CHEMBL1049903,30001,B,Homo sapiens,38,38,False,0.0,7.0,18.42105263157895,9,30001.0,"('2.7.11.1', '2.7.11.26')",EC_NUMBER,enzyme  kinase  protein kinase  camk  camkl  mark,CAMK protein kinase MARK subfamily,2,transferase,kinase_camk,kinase,"('Non-specific serine/threonine protein kinase', '[Tau protein] kinase')",False,True,True,True
6636,CHEMBL1050504,100995,B,Homo sapiens,8,8,False,0.0,0.0,0.0,9,100995.0,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  fak,Tyrosine protein kinase Fak family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
6637,CHEMBL1050511,106661,B,Human immunodeficiency virus 1,43,43,False,0.0,43.0,100.0,9,,,,,,,,,,,,,,
6638,CHEMBL1050553,101277,B,Homo sapiens,37,37,False,0.0,37.0,100.0,9,101277.0,"('1.11.1.-', '2.5.1.18', '5.3.99.3')",EC_NUMBER,enzyme  isomerase,Isomerase,"('1', '2', '5')","('oxidoreductase', 'transferase', 'isomerase')",isomerase,isomerase,"('unknown EC number', 'Glutathione transferase', 'Prostaglandin-E synthase')",False,True,False,True
6639,CHEMBL1050689,129,B,Homo sapiens,40,40,False,0.0,40.0,100.0,9,,,,,,,,,,,,,,
6640,CHEMBL1050690,137,B,Homo sapiens,40,40,False,0.0,40.0,100.0,9,,,,,,,,,,,,,,
6641,CHEMBL1050691,136,B,Homo sapiens,39,39,False,0.0,33.0,84.61538461538461,9,,,,,,,,,,,,,,
6642,CHEMBL1050825,100917,B,Homo sapiens,38,38,False,0.0,19.0,50.0,9,100917.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  ddr,Tyrosine protein kinase DDR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
6643,CHEMBL1050826,12670,B,Homo sapiens,38,38,False,0.0,19.0,50.0,9,12670.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  pdgfr,Tyrosine protein kinase PDGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
6644,CHEMBL1050827,11870,B,Homo sapiens,38,38,False,0.0,7.0,18.42105263157895,9,11870.0,2.7.11.25,EC_NUMBER,enzyme  kinase  protein kinase  tkl  mlk  mlk,TKL protein kinase MLK subfamily,2,transferase,kinase_tkl,kinase,Mitogen-activated protein kinase kinase kinase,True,True,True,True
6645,CHEMBL1050828,100071,B,Homo sapiens,38,38,False,0.0,3.0,7.894736842105262,9,100071.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  ste  ste20  paka,STE protein kinase PAKA subfamily,2,transferase,kinase_ste,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
6646,CHEMBL1050829,10368,B,Homo sapiens,38,38,False,0.0,11.0,28.947368421052627,9,10368.0,"('2.7.11.1', '2.7.11.26')",EC_NUMBER,enzyme  kinase  protein kinase  ck1  ck1,CK1 protein kinase CK1 family,2,transferase,kinase_ck1,kinase,"('Non-specific serine/threonine protein kinase', '[Tau protein] kinase')",False,True,True,True
6647,CHEMBL1050830,30037,B,Homo sapiens,38,38,False,0.0,12.0,31.578947368421048,9,30037.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  mapkapk  mnk,CAMK protein kinase MNK subfamily,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
6648,CHEMBL1050831,11362,B,Homo sapiens,38,38,False,0.0,1.0,2.631578947368421,9,11362.0,"('2.7.11.1', '2.7.1.153')",EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"('Non-specific serine/threonine protein kinase', 'Phosphatidylinositol-4,5-bisphosphate 3-kinase')",False,True,True,True
