chembl_id,target_id,confidence,component_synonym,type_synonym,protein_class_desc,pref_name,EC_super_class,EC_super_class_name,protein_family,protein_super_family,EC_name,reliable_target_EC,reliable_target_protein_desc,reliable_target_EC_super,reliable_target_protein_super
CHEMBL1964103,11379,8,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  met,Tyrosine protein kinase Met family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL1964104,12840,8,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  pdgfr,Tyrosine protein kinase PDGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL1964105,101269,8,"('2.7.11.1', '2.7.11.26')",EC_NUMBER,enzyme  kinase  protein kinase  camk  camkl  brsk,CAMK protein kinase BRSK subfamily,2,transferase,kinase_camk,kinase,"('Non-specific serine/threonine protein kinase', '[Tau protein] kinase')",False,True,True,True
CHEMBL1964110,11873,8,2.7.11.25,EC_NUMBER,enzyme  kinase  protein kinase  tkl  mlk  mlk,TKL protein kinase MLK subfamily,2,transferase,kinase_tkl,kinase,Mitogen-activated protein kinase kinase kinase,True,True,True,True
CHEMBL1964114,100410,8,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  axl,Tyrosine protein kinase Axl family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL1964118,30012,8,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  src,Tyrosine protein kinase Src family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL1964119,10277,8,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  ste  ste20  mst,STE protein kinase MST subfamily,2,transferase,kinase_ste,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2013354,12915,8,2.7.11.10,EC_NUMBER,enzyme  kinase  protein kinase  other,Other protein kinase group,2,transferase,kinase_other,kinase,I-kappa-B kinase,True,True,True,True
CHEMBL2024834,20014,8,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  other  aur,Other protein kinase AUR family,2,transferase,kinase_other,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2026428,12670,8,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  pdgfr,Tyrosine protein kinase PDGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2027406,10980,8,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  vegfr,Tyrosine protein kinase VEGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2027407,12840,8,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  pdgfr,Tyrosine protein kinase PDGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2032454,10980,8,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  vegfr,Tyrosine protein kinase VEGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2032456,234,8,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  insr,Tyrosine protein kinase InsR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2033720,259,8,,,,,,,,,,,,,
CHEMBL2037931,100410,8,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  axl,Tyrosine protein kinase Axl family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL2038357,12967,8,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  camkl  chk1,CAMK protein kinase CHK1 subfamily,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2039060,100792,8,2.1.1.100,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,Protein-S-isoprenylcysteine O-methyltransferase,True,True,True,True
CHEMBL2040538,11082,8,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  mapkapk  mapkapk,CAMK protein kinase MAPKAPK subfamily,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2040651,103467,8,3.1.-.-,EC_NUMBER,unclassified,Unclassified protein,3,hydrolase,unclassified,unclassified,unknown EC number,True,True,True,True
CHEMBL2040652,103467,8,3.1.-.-,EC_NUMBER,unclassified,Unclassified protein,3,hydrolase,unclassified,unclassified,unknown EC number,True,True,True,True
CHEMBL2046255,100481,8,"('1.-.-.-', '1.1.1.112', '1.1.1.188', '1.1.1.239', '1.1.1.357', '1.1.1.64', '1.3.1.20')",EC_NUMBER,enzyme,Enzyme,1,oxidoreductase,undefined enzyme/protein,undefined enzyme/protein,"('unknown EC number', 'Indanol dehydrogenase', 'Prostaglandin-F synthase', '3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))', '3-alpha-hydroxysteroid 3-dehydrogenase', 'Testosterone 17-beta-dehydrogenase (NADP(+))', 'Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase')",False,True,True,True
CHEMBL2046256,101351,8,"('1.-.-.-', '1.1.1.357', '1.3.1.20')",EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,"('unknown EC number', '3-alpha-hydroxysteroid 3-dehydrogenase', 'Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase')",False,True,True,True
CHEMBL2049250,103955,8,4.2.1.1,EC_NUMBER,"('enzyme', 'enzyme  lyase')","('Enzyme', 'Lyase')",4,lyase,"('undefined enzyme/protein', 'lyase')","('undefined enzyme/protein', 'lyase')",Carbonic anhydrase,True,False,True,False
CHEMBL2049251,100954,8,4.2.1.1,EC_NUMBER,enzyme  lyase,Lyase,4,lyase,lyase,lyase,Carbonic anhydrase,True,True,True,True
CHEMBL2050876,100974,8,7.6.2.2,EC_NUMBER,transporter  ntpase  atp binding cassette  abcg,ABCG subfamily,7,translocase,transporter_ntpase,transporter,ABC-type xenobiotic transporter,True,True,True,True
CHEMBL2050877,100974,8,7.6.2.2,EC_NUMBER,transporter  ntpase  atp binding cassette  abcg,ABCG subfamily,7,translocase,transporter_ntpase,transporter,ABC-type xenobiotic transporter,True,True,True,True
CHEMBL2071884,105565,8,3.1.4.35,EC_NUMBER,enzyme  phosphodiesterase  pde_5  pde_5a,Phosphodiesterase 5A,3,hydrolase,phosphodiesterase_pde_5,phosphodiesterase,"3',5'-cyclic-GMP phosphodiesterase",True,True,True,True
CHEMBL2114717,105141,8,,,,,,,,,,,,,
CHEMBL2114719,105126,8,,,,,,,,,,,,,
CHEMBL2114844,100271,8,,,,,,,,,,,,,
CHEMBL2114852,105142,8,,,,,,,,,,,,,
CHEMBL2161530,103800,8,,,,,,,,,,,,,
CHEMBL2167126,11082,8,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  mapkapk  mapkapk,CAMK protein kinase MAPKAPK subfamily,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2167929,11536,8,,,,,,,,,,,,,
CHEMBL2169533,10397,8,,,,,,,,,,,,,
CHEMBL2173408,10906,8,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  syk,Tyrosine protein kinase Syk family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL2182558,103454,8,,,,,,,,,,,,,
CHEMBL2182559,104266,8,,,,,,,,,,,,,
CHEMBL2182560,103722,8,,,,,,,,,,,,,
CHEMBL2186223,12666,8,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  akt,AGC protein kinase AKT family,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL2188149,110,8,1.3.1.9,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Enoyl-[acyl-carrier-protein] reductase (NADH),True,True,True,True
CHEMBL2188262,104483,8,1.1.1.42,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Isocitrate dehydrogenase (NADP(+)),True,True,True,True
CHEMBL2210942,10907,8,2.7.11.21,EC_NUMBER,enzyme  kinase  protein kinase  other  plk,Other protein kinase PLK family,2,transferase,kinase_other,kinase,Polo kinase,True,True,True,True
CHEMBL2214887,12109,8,2.3.2.13,EC_NUMBER,enzyme  aminoacyltransferase  protein-glutamine glutamyl-transferase,Protein-glutamine glutamyl-transferase,2,transferase,aminoacyltransferase_-glutamine,aminoacyltransferase,Protein-glutamine gamma-glutamyltransferase,True,True,True,True
CHEMBL2216696,10144,8,3.4.24.19,EC_NUMBER,enzyme  protease  metallo  mam  m12a,Metallo protease M12A subfamily,3,hydrolase,protease_metallo,protease,Procollagen C-endopeptidase,True,True,True,True
CHEMBL2329016,10792,8,2.1.1.45,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,Thymidylate synthase,True,True,True,True
CHEMBL2354209,105688,8,,,,,,,,,,,,,
CHEMBL2354212,101361,8,,,,,,,,,,,,,
CHEMBL2354227,12886,8,,,,,,,,,,,,,
CHEMBL2354256,105695,8,,,,,,,,,,,,,
CHEMBL2354257,101361,8,,,,,,,,,,,,,
CHEMBL2354269,101361,8,,,,,,,,,,,,,
CHEMBL2354281,12879,8,,,,,,,,,,,,,
CHEMBL2354285,105690,8,,,,,,,,,,,,,
CHEMBL2354289,101361,8,,,,,,,,,,,,,
CHEMBL2354291,105694,8,2.7.2.3,EC_NUMBER,enzyme,Enzyme,2,transferase,undefined enzyme/protein,undefined enzyme/protein,Phosphoglycerate kinase,True,True,True,True
CHEMBL2354292,104176,8,,,,,,,,,,,,,
CHEMBL2354301,105692,8,,,,,,,,,,,,,
CHEMBL3039488,103947,8,,,,,,,,,,,,,
CHEMBL3039489,103947,8,,,,,,,,,,,,,
CHEMBL3039491,104062,8,,,,,,,,,,,,,
CHEMBL3039492,104062,8,,,,,,,,,,,,,
CHEMBL3039493,104062,8,,,,,,,,,,,,,
CHEMBL3055450,106619,8,2.5.1.18,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,Glutathione transferase,True,True,True,True
CHEMBL3081621,106616,8,1.3.5.5,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,15-cis-phytoene desaturase,True,True,True,True
CHEMBL3088704,10791,8,2.4.2.4,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,Thymidine phosphorylase,True,True,True,True
CHEMBL3135672,117488,8,2.7.1.20,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,Adenosine kinase,True,True,True,True
CHEMBL3137501,17045,8,"('1.14.14.1', '1.14.14.55', '1.14.14.56', '1.14.14.73')",EC_NUMBER,enzyme  cytochrome p450  cyp_3  cyp_3a  cyp_3a4,Cytochrome P450 3A4,1,oxidoreductase,cytochrome_p450,cytochrome,"('Unspecific monooxygenase', 'Quinine 3-monooxygenase', '1,8-cineole 2-exo-monooxygenase', 'Albendazole monooxygenase (sufoxide-forming)')",False,True,True,True
CHEMBL3214784,101611,8,3.4.11.-,EC_NUMBER,enzyme  protease  metallo  mae  m1,Metallo protease M1 family,3,hydrolase,protease_metallo,protease,unknown EC number,True,True,True,True
CHEMBL3214806,130,8,,,,,,,,,,,,,
CHEMBL3214816,104475,8,,,,,,,,,,,,,
CHEMBL3214833,12013,8,3.4.22.59,EC_NUMBER,enzyme  protease  cysteine  cd  c14,Cysteine protease C14 family,3,hydrolase,protease_cysteine,protease,Caspase-6,True,True,True,True
CHEMBL3214895,107659,8,2.3.2.27,EC_NUMBER,"('epigenetic regulator  reader  phd', 'epigenetic regulator  reader  methyl-lysine  tudor')","('Plant homeodomain', 'Tudor domain')",2,transferase,epigenetic_regulator,epigenetic,RING-type E3 ubiquitin transferase,True,False,True,True
CHEMBL3214941,105695,8,,,,,,,,,,,,,
CHEMBL3214946,105140,8,"('3.1.-.-', '3.6.4.12')",EC_NUMBER,enzyme,Enzyme,3,hydrolase,undefined enzyme/protein,undefined enzyme/protein,"('unknown EC number', 'DNA helicase')",False,True,True,True
CHEMBL3214986,20113,8,,,,,,,,,,,,,
CHEMBL3214988,11181,8,,,,,,,,,,,,,
CHEMBL3215041,104169,8,3.4.19.12,EC_NUMBER,enzyme  protease  cysteine  ca  c19,Cysteine protease C19 family,3,hydrolase,protease_cysteine,protease,Ubiquitinyl hydrolase 1,True,True,True,True
CHEMBL3215068,101044,8,3.4.11.-,EC_NUMBER,enzyme  protease  metallo  mae  m1,Metallo protease M1 family,3,hydrolase,protease_metallo,protease,unknown EC number,True,True,True,True
CHEMBL3215128,10887,8,,,,,,,,,,,,,
CHEMBL3215186,11181,8,,,,,,,,,,,,,
CHEMBL3215188,20113,8,,,,,,,,,,,,,
CHEMBL3215202,20113,8,,,,,,,,,,,,,
CHEMBL3215213,101611,8,3.4.11.-,EC_NUMBER,enzyme  protease  metallo  mae  m1,Metallo protease M1 family,3,hydrolase,protease_metallo,protease,unknown EC number,True,True,True,True
CHEMBL3215214,105690,8,,,,,,,,,,,,,
CHEMBL3215220,13010,8,,,,,,,,,,,,,
CHEMBL3215241,105126,8,,,,,,,,,,,,,
CHEMBL3215242,100271,8,,,,,,,,,,,,,
CHEMBL3222524,102438,8,3.2.1.18,EC_NUMBER,"('enzyme', 'enzyme  hydrolase')","('Enzyme', 'Hydrolase')",3,hydrolase,"('undefined enzyme/protein', 'hydrolase')","('undefined enzyme/protein', 'hydrolase')",Exo-alpha-sialidase,True,False,True,False
CHEMBL3238987,105233,8,2.3.1.97,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,Glycylpeptide N-tetradecanoyltransferase,True,True,True,True
CHEMBL3370438,109726,8,3.4.23.-,EC_NUMBER,unclassified,Unclassified protein,3,hydrolase,unclassified,unclassified,unknown EC number,True,True,True,True
CHEMBL3390210,109720,8,3.2.1.18,EC_NUMBER,"('enzyme', 'enzyme  hydrolase')","('Enzyme', 'Hydrolase')",3,hydrolase,"('undefined enzyme/protein', 'hydrolase')","('undefined enzyme/protein', 'hydrolase')",Exo-alpha-sialidase,True,False,True,False
CHEMBL3390211,102438,8,3.2.1.18,EC_NUMBER,"('enzyme', 'enzyme  hydrolase')","('Enzyme', 'Hydrolase')",3,hydrolase,"('undefined enzyme/protein', 'hydrolase')","('undefined enzyme/protein', 'hydrolase')",Exo-alpha-sialidase,True,False,True,False
CHEMBL3390212,109720,8,3.2.1.18,EC_NUMBER,"('enzyme', 'enzyme  hydrolase')","('Enzyme', 'Hydrolase')",3,hydrolase,"('undefined enzyme/protein', 'hydrolase')","('undefined enzyme/protein', 'hydrolase')",Exo-alpha-sialidase,True,False,True,False
CHEMBL3418280,109598,8,"('2.3.1.157', '2.7.7.23')",EC_NUMBER,enzyme,Enzyme,2,transferase,undefined enzyme/protein,undefined enzyme/protein,"('Glucosamine-1-phosphate N-acetyltransferase', 'UDP-N-acetylglucosamine diphosphorylase')",False,True,True,True
CHEMBL3419139,109600,8,2.3.1.48,EC_NUMBER,unclassified,Unclassified protein,2,transferase,unclassified,unclassified,Histone acetyltransferase,True,True,True,True
CHEMBL3419140,109600,8,2.3.1.48,EC_NUMBER,unclassified,Unclassified protein,2,transferase,unclassified,unclassified,Histone acetyltransferase,True,True,True,True
CHEMBL3436039,100665,8,,,,,,,,,,,,,
CHEMBL3436041,11173,8,,,,,,,,,,,,,
CHEMBL3562022,14042,8,,,,,,,,,,,,,
CHEMBL3562039,100627,8,"('3.1.3.2', '3.1.3.48')",EC_NUMBER,enzyme  phosphatase  protein phosphatase  tyr,Tyrosine protein phosphatase,3,hydrolase,phosphatase_tyr,phosphatase,"('Acid phosphatase', 'Protein-tyrosine-phosphatase')",False,True,True,True
CHEMBL3562142,104318,8,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase,Protein Kinase,2,transferase,kinase,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3705183,13001,8,3.4.24.24,EC_NUMBER,enzyme  protease  metallo  mam  m10a,Metallo protease M10A subfamily,3,hydrolase,protease_metallo,protease,Gelatinase A,True,True,True,True
CHEMBL3705388,109821,8,1.3.5.2,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Dihydroorotate dehydrogenase (quinone),True,True,True,True
CHEMBL3705442,12704,8,,,,,,,,,,,,,
CHEMBL3705491,11682,8,,,,,,,,,,,,,
CHEMBL3705492,11682,8,,,,,,,,,,,,,
CHEMBL3705500,107671,8,2.3.1.22,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,2-acylglycerol O-acyltransferase,True,True,True,True
CHEMBL3705757,103767,8,,,,,,,,,,,,,
CHEMBL3705790,104483,8,1.1.1.42,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Isocitrate dehydrogenase (NADP(+)),True,True,True,True
CHEMBL3705791,104483,8,1.1.1.42,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Isocitrate dehydrogenase (NADP(+)),True,True,True,True
CHEMBL3705829,100147,8,,,,,,,,,,,,,
CHEMBL3705832,18061,8,,,,,,,,,,,,,
CHEMBL3705868,11535,8,"('1.1.1.100', '1.3.1.39', '2.3.1.38', '2.3.1.39', '2.3.1.41', '2.3.1.85', '3.1.2.14', '4.2.1.59')",EC_NUMBER,enzyme  transferase,Transferase,"('1', '1', '2', '2', '2', '2', '3', '4')","('oxidoreductase', 'oxidoreductase', 'transferase', 'transferase', 'transferase', 'transferase', 'hydrolase', 'lyase')",transferase,transferase,"('3-oxoacyl-[acyl-carrier-protein] reductase', 'Enoyl-[acyl-carrier-protein] reductase (NADPH, Re-specific)', '[Acyl-carrier-protein] S-acetyltransferase', '[Acyl-carrier-protein] S-malonyltransferase', 'Beta-ketoacyl-[acyl-carrier-protein] synthase I', 'Fatty-acid synthase system', 'Oleoyl-[acyl-carrier-protein] hydrolase', '3-hydroxyacyl-[acyl-carrier-protein] dehydratase')",False,True,False,True
CHEMBL3705884,11682,8,,,,,,,,,,,,,
CHEMBL3705899,105346,8,3.4.21.46,EC_NUMBER,enzyme  protease  serine,Serine protease,3,hydrolase,protease_serine,protease,Complement factor D,True,True,True,True
CHEMBL3705983,102753,8,3.4.16.5,EC_NUMBER,enzyme  protease  serine  sc  s10,Serine protease S10 family,3,hydrolase,protease_serine,protease,Carboxypeptidase C,True,True,True,True
CHEMBL3706055,109931,8,"('2.7.7.-', '2.7.7.49', '2.7.7.7', '3.1.-.-', '3.1.13.2', '3.1.26.13', '3.4.23.16')",EC_NUMBER,enzyme  transferase,Transferase,"('2', '2', '2', '3', '3', '3', '3')","('transferase', 'transferase', 'transferase', 'hydrolase', 'hydrolase', 'hydrolase', 'hydrolase')",transferase,transferase,"('unknown EC number', 'RNA-directed DNA polymerase', 'DNA-directed DNA polymerase', 'unknown EC number', 'Exoribonuclease H', 'Retroviral ribonuclease H', 'HIV-1 retropepsin')",False,True,False,True
CHEMBL3706115,53,8,5.6.2.2,EC_NUMBER,enzyme  isomerase,Isomerase,5,isomerase,isomerase,isomerase,DNA topoisomerase (ATP-hydrolyzing),True,True,True,True
CHEMBL3706354,18061,8,,,,,,,,,,,,,
CHEMBL3706377,11574,8,,,,,,,,,,,,,
CHEMBL3707702,11109,8,3.4.24.17,EC_NUMBER,enzyme  protease  metallo  mam  m10a,Metallo protease M10A subfamily,3,hydrolase,protease_metallo,protease,Stromelysin 1,True,True,True,True
CHEMBL3707863,10540,8,,,,,,,,,,,,,
CHEMBL3707885,10540,8,,,,,,,,,,,,,
CHEMBL3820451,108237,8,2.7.6.3,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,True,True,True,True
CHEMBL3856822,107611,8,"('2.7.7.48', '3.4.22.28', '3.4.22.29', '3.6.1.15')",EC_NUMBER,enzyme,Enzyme,"('2', '3', '3', '3')","('transferase', 'hydrolase', 'hydrolase', 'hydrolase')",undefined enzyme/protein,undefined enzyme/protein,"('RNA-directed RNA polymerase', 'Picornain 3C', 'Picornain 2A', 'Nucleoside-triphosphate phosphatase')",False,True,False,True
CHEMBL3887026,103690,8,2.7.1.6,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,Galactokinase,True,True,True,True
CHEMBL3887030,129,8,,,,,,,,,,,,,
CHEMBL3887031,136,8,,,,,,,,,,,,,
CHEMBL3887033,11902,8,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  trk,Tyrosine protein kinase Trk family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL3887051,100126,8,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  raf,TKL protein kinase RAF family,2,transferase,kinase_tkl,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3887057,10027,8,3.5.2.6,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Beta-lactamase,True,True,True,True
CHEMBL3887069,100126,8,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  raf,TKL protein kinase RAF family,2,transferase,kinase_tkl,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3887071,11663,8,"('2.4.2.-', '2.4.2.30')",EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"('unknown EC number', 'NAD(+) ADP-ribosyltransferase')",False,True,True,True
CHEMBL3887075,11279,8,,,,,,,,,,,,,
CHEMBL3887082,12666,8,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  akt,AGC protein kinase AKT family,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3887093,109949,8,"('2.7.7.48', '3.4.21.98', '3.4.22.-', '3.6.1.15', '3.6.4.13')",EC_NUMBER,enzyme  transferase,Transferase,"('2', '3', '3', '3', '3')","('transferase', 'hydrolase', 'hydrolase', 'hydrolase', 'hydrolase')",transferase,transferase,"('RNA-directed RNA polymerase', 'Hepacivirin', 'unknown EC number', 'Nucleoside-triphosphate phosphatase', 'RNA helicase')",False,True,False,True
CHEMBL3887108,12252,8,3.4.23.46,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Memapsin 2,True,True,True,True
CHEMBL3887109,10674,8,3.4.23.45,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Memapsin 1,True,True,True,True
CHEMBL3887138,105619,8,2.4.1.143,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",True,True,True,True
CHEMBL3887147,12252,8,3.4.23.46,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Memapsin 2,True,True,True,True
CHEMBL3887148,109434,8,,,,,,,,,,,,,
CHEMBL3887164,11131,8,1.2.1.5,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Aldehyde dehydrogenase (NAD(P)(+)),True,True,True,True
CHEMBL3887205,11489,8,1.1.1.146,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,11-beta-hydroxysteroid dehydrogenase,True,True,True,True
CHEMBL3887224,10427,8,,,,,,,,,,,,,
CHEMBL3887231,102698,8,"('2.5.1.18', '5.3.99.2')",EC_NUMBER,enzyme  transferase,Transferase,"('2', '5')","('transferase', 'isomerase')",transferase,transferase,"('Glutathione transferase', 'Prostaglandin-D synthase')",False,True,False,True
CHEMBL3887287,12944,8,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  rsk  p70,AGC protein kinase p70 subfamily,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3887317,193,8,3.4.21.22,EC_NUMBER,enzyme  protease  serine  pas  s1a,Serine protease S1A subfamily,3,hydrolase,protease_serine,protease,Coagulation factor IXa,True,True,True,True
CHEMBL3887322,10950,8,,,,,,,,,,,,,
CHEMBL3887323,102753,8,3.4.16.5,EC_NUMBER,enzyme  protease  serine  sc  s10,Serine protease S10 family,3,hydrolase,protease_serine,protease,Carboxypeptidase C,True,True,True,True
CHEMBL3887423,10906,8,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  syk,Tyrosine protein kinase Syk family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL3887424,117244,8,2.3.1.12,EC_NUMBER,enzyme,Enzyme,2,transferase,undefined enzyme/protein,undefined enzyme/protein,Dihydrolipoyllysine-residue acetyltransferase,True,True,True,True
CHEMBL3887425,117245,8,1.8.1.4,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Dihydrolipoyl dehydrogenase,True,True,True,True
CHEMBL3887426,11291,8,"('3.1.1.-', '3.5.1.99')",EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,"('unknown EC number', 'Fatty acid amide hydrolase')",False,True,True,True
CHEMBL3887428,11291,8,"('3.1.1.-', '3.5.1.99')",EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,"('unknown EC number', 'Fatty acid amide hydrolase')",False,True,True,True
CHEMBL3887430,19639,8,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  irak,TKL protein kinase IRAK family,2,transferase,kinase_tkl,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3887432,100968,8,,,,,,,,,,,,,
CHEMBL3887452,12000,8,3.4.21.21,EC_NUMBER,enzyme  protease  serine  pas  s1a,Serine protease S1A subfamily,3,hydrolase,protease_serine,protease,Coagulation factor VIIa,True,True,True,True
CHEMBL3887487,101213,8,1.4.3.3,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,D-amino-acid oxidase,True,True,True,True
CHEMBL3887498,163,8,,,,,,,,,,,,,
CHEMBL3887499,133,8,,,,,,,,,,,,,
CHEMBL3887512,12252,8,3.4.23.46,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Memapsin 2,True,True,True,True
CHEMBL3887525,100933,8,"('2.4.2.-', '2.4.2.30')",EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"('unknown EC number', 'NAD(+) ADP-ribosyltransferase')",False,True,True,True
CHEMBL3887575,101224,8,,,,,,,,,,,,,
CHEMBL3887584,76,8,1.14.15.4,EC_NUMBER,enzyme  cytochrome p450  cyp_11  cyp_11b  cyp_11b1,Cytochrome P450 11B1,1,oxidoreductase,cytochrome_p450,cytochrome,Steroid 11-beta-monooxygenase,True,True,True,True
CHEMBL3887613,11054,8,,,,,,,,,,,,,
CHEMBL3887615,11291,8,"('3.1.1.-', '3.5.1.99')",EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,"('unknown EC number', 'Fatty acid amide hydrolase')",False,True,True,True
CHEMBL3887623,102753,8,3.4.16.5,EC_NUMBER,enzyme  protease  serine  sc  s10,Serine protease S10 family,3,hydrolase,protease_serine,protease,Carboxypeptidase C,True,True,True,True
