chembl_id,target_id,assay_type,assay_organism,raw_size,cleaned_size,cleaning_failed,cleaning_size_delta,num_pos,percentage_pos,confidence,tid,component_synonym,type_synonym,protein_class_desc,pref_name,EC_super_class,EC_super_class_name,protein_family,protein_super_family,EC_name,reliable_target_EC,reliable_target_protein_desc,reliable_target_EC_super,reliable_target_protein_super
CHEMBL3706365,10149,B,,37,37,False,0.0,37.0,100.0,8,10149.0,3.5.1.108,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,UDP-3-O-acyl-N-acetylglucosamine deacetylase,True,True,True,True
CHEMBL3706377,11574,B,,35,35,False,0.0,17.0,48.57142857142857,8,,,,,,,,,,,,,,
CHEMBL3706382,10839,B,,137,137,False,0.0,137.0,100.0,8,10839.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  pim,CAMK protein kinase PIM family,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3707495,20113,B,,42,42,False,0.0,42.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3707497,104266,B,,159,159,False,0.0,152.0,95.59748427672956,8,,,,,,,,,,,,,,
CHEMBL3707501,10057,B,,62,62,False,0.0,62.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3707502,10434,B,,34,34,False,0.0,34.0,100.0,8,10434.0,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  src,Tyrosine protein kinase Src family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL3707522,117269,B,,215,215,False,0.0,212.0,98.6046511627907,8,,,,,,,,,,,,,,
CHEMBL3707600,103722,B,,151,151,False,0.0,144.0,95.36423841059604,8,,,,,,,,,,,,,,
CHEMBL3707611,10434,B,,33,33,False,0.0,33.0,100.0,8,10434.0,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  src,Tyrosine protein kinase Src family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL3707612,11480,B,,65,65,False,0.0,2.0,3.0769230769230766,8,,,,,,,,,,,,,,
CHEMBL3707666,10057,B,,38,38,False,0.0,38.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3707668,11480,B,,59,59,False,0.0,4.0,6.779661016949151,8,,,,,,,,,,,,,,
CHEMBL3707702,11109,B,,103,103,False,0.0,40.0,38.83495145631068,8,11109.0,3.4.24.17,EC_NUMBER,enzyme  protease  metallo  mam  m10a,Metallo protease M10A subfamily,3,hydrolase,protease_metallo,protease,Stromelysin 1,True,True,True,True
CHEMBL3707716,100952,B,,50,50,False,0.0,25.0,50.0,8,100952.0,2.3.2.27,EC_NUMBER,enzyme,Enzyme,2,transferase,undefined enzyme/protein,undefined enzyme/protein,RING-type E3 ubiquitin transferase,True,True,True,True
CHEMBL3707743,18061,B,,213,213,False,0.0,212.0,99.53051643192488,8,,,,,,,,,,,,,,
CHEMBL3707783,100988,B,,162,162,False,0.0,81.0,50.0,8,100988.0,2.3.2.27,EC_NUMBER,enzyme,Enzyme,2,transferase,undefined enzyme/protein,undefined enzyme/protein,RING-type E3 ubiquitin transferase,True,True,True,True
CHEMBL3707790,10540,B,,110,110,False,0.0,98.0,89.0909090909091,8,,,,,,,,,,,,,,
CHEMBL3707833,100856,B,,57,57,False,0.0,57.0,100.0,8,100856.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  other  ikk,Other protein kinase IKK family,2,transferase,kinase_other,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3707842,117,B,,46,46,False,0.0,46.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3707863,10540,B,,92,92,False,0.0,46.0,50.0,8,,,,,,,,,,,,,,
CHEMBL3707885,10540,B,,45,45,False,0.0,22.0,48.88888888888889,8,,,,,,,,,,,,,,
CHEMBL3707900,109997,B,,53,53,False,0.0,53.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3707962,10954,B,,337,337,False,0.0,326.0,96.7359050445104,8,10954.0,"('3.1.1.3', '3.1.1.32', '3.1.1.5')",EC_NUMBER,enzyme,Enzyme,3,hydrolase,undefined enzyme/protein,undefined enzyme/protein,"('Triacylglycerol lipase', 'Phospholipase A(1)', 'Lysophospholipase')",False,True,True,True
CHEMBL3707980,100988,B,,50,50,False,0.0,25.0,50.0,8,100988.0,2.3.2.27,EC_NUMBER,enzyme,Enzyme,2,transferase,undefined enzyme/protein,undefined enzyme/protein,RING-type E3 ubiquitin transferase,True,True,True,True
CHEMBL3708016,11869,B,,83,83,False,0.0,76.0,91.56626506024097,8,,,,,,,,,,,,,,
CHEMBL3734517,124,F,,37,37,False,0.0,37.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3749743,116696,B,Sulfurihydrogenibium yellowstonense,40,40,False,0.0,40.0,100.0,8,116696.0,4.2.1.1,EC_NUMBER,enzyme,Enzyme,4,lyase,undefined enzyme/protein,undefined enzyme/protein,Carbonic anhydrase,True,True,True,True
CHEMBL3768209,72,B,Rattus norvegicus,25,25,False,0.0,5.0,20.0,8,,,,,,,,,,,,,,
CHEMBL3772460,22,B,influenza A virus,54,54,False,0.0,5.0,9.25925925925926,8,,,,,,,,,,,,,,
CHEMBL3820451,108237,B,Escherichia coli,45,45,False,0.0,22.0,48.88888888888889,8,108237.0,2.7.6.3,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,True,True,True,True
CHEMBL3856822,107611,B,Human coxsackievirus B3,59,59,False,0.0,29.0,49.15254237288136,8,107611.0,"('2.7.7.48', '3.4.22.28', '3.4.22.29', '3.6.1.15')",EC_NUMBER,enzyme,Enzyme,"('2', '3', '3', '3')","('transferase', 'hydrolase', 'hydrolase', 'hydrolase')",undefined enzyme/protein,undefined enzyme/protein,"('RNA-directed RNA polymerase', 'Picornain 3C', 'Picornain 2A', 'Nucleoside-triphosphate phosphatase')",False,True,False,True
CHEMBL3887026,103690,B,,87,87,False,0.0,40.0,45.977011494252864,8,103690.0,2.7.1.6,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,Galactokinase,True,True,True,True
CHEMBL3887027,86,B,Homo sapiens,48,48,False,0.0,4.0,8.333333333333334,8,86.0,1.4.3.4,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Monoamine oxidase,True,True,True,True
CHEMBL3887028,104,B,Homo sapiens,48,48,False,0.0,13.0,27.08333333333333,8,104.0,1.4.3.4,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Monoamine oxidase,True,True,True,True
CHEMBL3887029,109939,B,Homo sapiens,246,246,False,0.0,244.0,99.18699186991871,8,,,,,,,,,,,,,,
CHEMBL3887030,129,B,Homo sapiens,183,183,False,0.0,91.0,49.72677595628415,8,,,,,,,,,,,,,,
CHEMBL3887031,136,B,Homo sapiens,183,183,False,0.0,66.0,36.0655737704918,8,,,,,,,,,,,,,,
CHEMBL3887032,137,B,Homo sapiens,179,179,False,0.0,174.0,97.20670391061452,8,,,,,,,,,,,,,,
CHEMBL3887033,11902,B,,509,509,False,0.0,254.0,49.90176817288802,8,11902.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  trk,Tyrosine protein kinase Trk family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL3887034,11638,B,Homo sapiens,54,54,False,0.0,27.0,50.0,8,11638.0,2.7.11.24,EC_NUMBER,enzyme  kinase  protein kinase  cmgc  mapk  erk,CMGC protein kinase ERK subfamily,2,transferase,kinase_cmgc,kinase,Mitogen-activated protein kinase,True,True,True,True
CHEMBL3887035,11362,B,Homo sapiens,52,52,False,0.0,24.0,46.15384615384615,8,11362.0,"('2.7.11.1', '2.7.1.153')",EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"('Non-specific serine/threonine protein kinase', 'Phosphatidylinositol-4,5-bisphosphate 3-kinase')",False,True,True,True
CHEMBL3887036,10188,B,Homo sapiens,50,50,False,0.0,2.0,4.0,8,10188.0,2.7.11.24,EC_NUMBER,enzyme  kinase  protein kinase  cmgc  mapk  p38,CMGC protein kinase p38 subfamily,2,transferase,kinase_cmgc,kinase,Mitogen-activated protein kinase,True,True,True,True
CHEMBL3887046,100126,B,,103,103,False,0.0,103.0,100.0,8,100126.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  raf,TKL protein kinase RAF family,2,transferase,kinase_tkl,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3887048,105440,B,,115,115,False,0.0,115.0,100.0,8,105440.0,2.1.1.356,EC_NUMBER,epigenetic regulator  writer  pmt,Protein methyltransferase,2,transferase,epigenetic_regulator,epigenetic,[Histone H3]-lysine(27) N-trimethyltransferase,True,True,True,True
CHEMBL3887051,100126,B,,64,64,False,0.0,32.0,50.0,8,100126.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  raf,TKL protein kinase RAF family,2,transferase,kinase_tkl,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3887056,109440,B,,113,113,False,0.0,113.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3887057,10027,B,Escherichia coli,34,34,False,0.0,17.0,50.0,8,10027.0,3.5.2.6,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Beta-lactamase,True,True,True,True
CHEMBL3887058,102599,B,,30,30,False,0.0,29.0,96.66666666666669,8,102599.0,3.5.2.6,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Beta-lactamase,True,True,True,True
CHEMBL3887059,106170,B,,37,37,False,0.0,33.0,89.18918918918921,8,106170.0,3.5.2.6,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Beta-lactamase,True,True,True,True
CHEMBL3887061,109440,B,,419,419,False,0.0,419.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3887062,109441,B,,417,417,False,0.0,412.0,98.8009592326139,8,,,,,,,,,,,,,,
CHEMBL3887063,100126,B,,737,737,False,0.0,717.0,97.28629579375848,8,100126.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  raf,TKL protein kinase RAF family,2,transferase,kinase_tkl,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3887065,146,B,,138,138,False,0.0,138.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3887069,100126,B,,127,127,False,0.0,63.0,49.60629921259842,8,100126.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  raf,TKL protein kinase RAF family,2,transferase,kinase_tkl,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3887070,11902,B,,233,233,False,0.0,233.0,100.0,8,11902.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  trk,Tyrosine protein kinase Trk family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL3887071,11663,B,,112,112,False,0.0,56.0,50.0,8,11663.0,"('2.4.2.-', '2.4.2.30')",EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"('unknown EC number', 'NAD(+) ADP-ribosyltransferase')",False,True,True,True
CHEMBL3887074,100417,B,Homo sapiens,262,262,False,0.0,254.0,96.9465648854962,8,100417.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  stkr  type1,TKL protein kinase STKR Type 1 subfamily,2,transferase,kinase_tkl,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL3887075,11279,B,,175,175,False,0.0,87.0,49.71428571428572,8,,,,,,,,,,,,,,
CHEMBL3887076,11902,B,,105,105,False,0.0,105.0,100.0,8,11902.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  trk,Tyrosine protein kinase Trk family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL3887077,12411,B,Mus musculus,91,91,False,0.0,11.0,12.087912087912088,8,12411.0,"('3.1.1.-', '3.5.1.99')",EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,"('unknown EC number', 'Fatty acid amide hydrolase')",False,True,True,True
CHEMBL3887078,109965,B,,130,130,False,0.0,130.0,100.0,8,109965.0,"('2.7.7.-', '2.7.7.49', '2.7.7.7', '3.1.-.-', '3.1.13.2', '3.1.26.13', '3.4.23.16')",EC_NUMBER,enzyme  transferase,Transferase,"('2', '2', '2', '3', '3', '3', '3')","('transferase', 'transferase', 'transferase', 'hydrolase', 'hydrolase', 'hydrolase', 'hydrolase')",transferase,transferase,"('unknown EC number', 'RNA-directed DNA polymerase', 'DNA-directed DNA polymerase', 'unknown EC number', 'Exoribonuclease H', 'Retroviral ribonuclease H', 'HIV-1 retropepsin')",False,True,False,True
CHEMBL3887079,12666,B,Homo sapiens,98,98,False,0.0,98.0,100.0,8,12666.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  akt,AGC protein kinase AKT family,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3887082,12666,B,Homo sapiens,46,46,False,0.0,18.0,39.130434782608695,8,12666.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  akt,AGC protein kinase AKT family,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3887083,10906,B,Homo sapiens,243,243,False,0.0,242.0,99.58847736625516,8,10906.0,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  syk,Tyrosine protein kinase Syk family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL3887084,103154,B,Homo sapiens,36,36,False,0.0,36.0,100.0,8,103154.0,"('2.7.11.1', '3.6.5.-')",EC_NUMBER,enzyme  kinase  protein kinase  tkl  lrrk,TKL protein kinase LRRK family,"('2', '3')","('transferase', 'hydrolase')",kinase_tkl,kinase,"('Non-specific serine/threonine protein kinase', 'unknown EC number')",False,True,False,True
CHEMBL3887092,194,B,Homo sapiens,85,85,False,0.0,41.0,48.235294117647065,8,194.0,3.4.21.6,EC_NUMBER,enzyme  protease  serine  pas  s1a,Serine protease S1A subfamily,3,hydrolase,protease_serine,protease,Coagulation factor Xa,True,True,True,True
CHEMBL3887093,109949,B,Hepatitis C virus genotype 1a (isolate H),214,214,False,0.0,107.0,50.0,8,109949.0,"('2.7.7.48', '3.4.21.98', '3.4.22.-', '3.6.1.15', '3.6.4.13')",EC_NUMBER,enzyme  transferase,Transferase,"('2', '3', '3', '3', '3')","('transferase', 'hydrolase', 'hydrolase', 'hydrolase', 'hydrolase')",transferase,transferase,"('RNA-directed RNA polymerase', 'Hepacivirin', 'unknown EC number', 'Nucleoside-triphosphate phosphatase', 'RNA helicase')",False,True,False,True
CHEMBL3887094,20130,B,,44,44,False,0.0,38.0,86.36363636363636,8,20130.0,2.3.2.27,EC_NUMBER,cytosolic other,Other cytosolic protein,2,transferase,cytosolic_other,cytosolic,RING-type E3 ubiquitin transferase,True,True,True,True
CHEMBL3887095,100988,B,,44,44,False,0.0,1.0,2.272727272727273,8,100988.0,2.3.2.27,EC_NUMBER,enzyme,Enzyme,2,transferase,undefined enzyme/protein,undefined enzyme/protein,RING-type E3 ubiquitin transferase,True,True,True,True
CHEMBL3887098,262,B,Homo sapiens,18,18,False,0.0,15.0,83.33333333333333,8,,,,,,,,,,,,,,
CHEMBL3887100,10260,B,Homo sapiens,41,41,False,0.0,41.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3887101,10260,B,Homo sapiens,41,41,False,0.0,41.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3887103,11663,B,,55,55,False,0.0,55.0,100.0,8,11663.0,"('2.4.2.-', '2.4.2.30')",EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"('unknown EC number', 'NAD(+) ADP-ribosyltransferase')",False,True,True,True
CHEMBL3887105,102783,B,,38,38,False,0.0,38.0,100.0,8,102783.0,"('2.4.2.-', '2.4.2.30')",EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"('unknown EC number', 'NAD(+) ADP-ribosyltransferase')",False,True,True,True
CHEMBL3887106,101462,B,,38,38,False,0.0,38.0,100.0,8,101462.0,"('2.4.2.-', '2.4.2.30')",EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"('unknown EC number', 'NAD(+) ADP-ribosyltransferase')",False,True,True,True
CHEMBL3887107,100077,B,Homo sapiens,68,68,False,0.0,68.0,100.0,8,100077.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  other  cdc7,Other protein kinase CDC7 family,2,transferase,kinase_other,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3887108,12252,B,Homo sapiens,35,35,False,0.0,17.0,48.57142857142857,8,12252.0,3.4.23.46,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Memapsin 2,True,True,True,True
CHEMBL3887109,10674,B,Homo sapiens,35,35,False,0.0,17.0,48.57142857142857,8,10674.0,3.4.23.45,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Memapsin 1,True,True,True,True
CHEMBL3887110,10656,B,Homo sapiens,36,36,False,0.0,35.0,97.22222222222224,8,,,,,,,,,,,,,,
CHEMBL3887111,11902,B,,223,223,False,0.0,222.0,99.55156950672644,8,11902.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  trk,Tyrosine protein kinase Trk family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL3887112,11902,B,,78,78,False,0.0,77.0,98.71794871794872,8,11902.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  trk,Tyrosine protein kinase Trk family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL3887117,104106,B,Homo sapiens,118,118,False,0.0,118.0,100.0,8,104106.0,2.4.2.12,EC_NUMBER,enzyme,Enzyme,2,transferase,undefined enzyme/protein,undefined enzyme/protein,Nicotinamide phosphoribosyltransferase,True,True,True,True
CHEMBL3887118,19639,B,Homo sapiens,543,543,False,0.0,543.0,100.0,8,19639.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  irak,TKL protein kinase IRAK family,2,transferase,kinase_tkl,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3887132,100417,B,Homo sapiens,90,90,False,0.0,90.0,100.0,8,100417.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  stkr  type1,TKL protein kinase STKR Type 1 subfamily,2,transferase,kinase_tkl,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL3887133,100417,B,,67,67,False,0.0,67.0,100.0,8,100417.0,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  stkr  type1,TKL protein kinase STKR Type 1 subfamily,2,transferase,kinase_tkl,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL3887135,100097,B,Homo sapiens,100,100,False,0.0,100.0,100.0,8,100097.0,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  tec,Tyrosine protein kinase Tec family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL3887137,10417,B,,127,127,False,0.0,126.0,99.21259842519684,8,,,,,,,,,,,,,,
CHEMBL3887138,105619,B,,126,126,False,0.0,63.0,50.0,8,105619.0,2.4.1.143,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",True,True,True,True
CHEMBL3887143,103720,B,Homo sapiens,24,24,False,0.0,12.0,50.0,8,103720.0,3.4.24.56,EC_NUMBER,enzyme,Enzyme,3,hydrolase,undefined enzyme/protein,undefined enzyme/protein,Insulysin,True,True,True,True
CHEMBL3887144,10260,B,Homo sapiens,34,34,False,0.0,34.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3887147,12252,B,Homo sapiens,78,78,False,0.0,34.0,43.5897435897436,8,12252.0,3.4.23.46,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Memapsin 2,True,True,True,True
CHEMBL3887148,109434,B,,116,116,False,0.0,58.0,50.0,8,,,,,,,,,,,,,,
CHEMBL3887149,235,B,Homo sapiens,59,59,False,0.0,59.0,100.0,8,235.0,3.4.21.37,EC_NUMBER,enzyme  protease  serine  pas  s1a,Serine protease S1A subfamily,3,hydrolase,protease_serine,protease,Leukocyte elastase,True,True,True,True
CHEMBL3887160,12781,B,,528,528,False,0.0,5.0,0.946969696969697,8,,,,,,,,,,,,,,
CHEMBL3887164,11131,B,Homo sapiens,54,54,False,0.0,20.0,37.03703703703704,8,11131.0,1.2.1.5,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Aldehyde dehydrogenase (NAD(P)(+)),True,True,True,True
CHEMBL3887188,10260,B,Homo sapiens,380,380,False,0.0,362.0,95.26315789473684,8,,,,,,,,,,,,,,
CHEMBL3887191,102439,B,,58,58,False,0.0,56.0,96.55172413793105,8,102439.0,1.14.99.66,EC_NUMBER,epigenetic regulator  eraser  kdm  lsd,Lysine-specific demethylase,1,oxidoreductase,epigenetic_regulator,epigenetic,"[Histone-H3]-N(6),N(6)-dimethyl-L-lysine(4) FAD-dependent demethylase",True,True,True,True
CHEMBL3887205,11489,B,Homo sapiens,170,170,False,0.0,85.0,50.0,8,11489.0,1.1.1.146,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,11-beta-hydroxysteroid dehydrogenase,True,True,True,True
CHEMBL3887211,11213,B,Homo sapiens,37,37,False,0.0,31.0,83.7837837837838,8,,,,,,,,,,,,,,
CHEMBL3887216,129,B,Homo sapiens,23,23,False,0.0,23.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3887218,10544,B,,40,40,False,0.0,40.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3887223,11400,B,Homo sapiens,258,258,False,0.0,258.0,100.0,8,11400.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  atypical  pikk  frap,Atypical protein kinase FRAP subfamily,2,transferase,kinase_atypical,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3887224,10427,B,Homo sapiens,251,251,False,0.0,124.0,49.40239043824701,8,,,,,,,,,,,,,,
CHEMBL3887225,56,B,Homo sapiens,39,39,False,0.0,39.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3887229,10056,B,Homo sapiens,67,67,False,0.0,0.0,0.0,8,10056.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  atypical  pikk,Atypical protein kinase PIKK family,2,transferase,kinase_atypical,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3887231,102698,B,Homo sapiens,57,57,False,0.0,28.0,49.122807017543856,8,102698.0,"('2.5.1.18', '5.3.99.2')",EC_NUMBER,enzyme  transferase,Transferase,"('2', '5')","('transferase', 'isomerase')",transferase,transferase,"('Glutathione transferase', 'Prostaglandin-D synthase')",False,True,False,True
CHEMBL3887233,10517,B,Homo sapiens,37,37,False,0.0,37.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3887238,100304,B,Homo sapiens,45,45,False,0.0,42.0,93.33333333333331,8,,,,,,,,,,,,,,
CHEMBL3887239,100304,B,Homo sapiens,45,45,False,0.0,44.0,97.77777777777776,8,,,,,,,,,,,,,,
CHEMBL3887240,100450,B,Homo sapiens,2,2,False,0.0,0.0,0.0,8,100450.0,2.3.2.5,EC_NUMBER,enzyme  aminoacyltransferase,Aminoacyltransferase,2,transferase,aminoacyltransferase,aminoacyltransferase,Glutaminyl-peptide cyclotransferase,True,True,True,True
CHEMBL3887241,105602,B,,63,63,False,0.0,56.0,88.8888888888889,8,,,,,,,,,,,,,,
CHEMBL3887243,11727,B,,30,30,False,0.0,30.0,100.0,8,11727.0,"('3.1.3.76', '3.3.2.10')",EC_NUMBER,enzyme  protease  serine  sc  s33,Serine protease S33 family,3,hydrolase,protease_serine,protease,"('Lipid-phosphate phosphatase', 'Soluble epoxide hydrolase')",False,True,True,True
CHEMBL3887250,129,B,Homo sapiens,39,39,False,0.0,39.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3887251,129,B,Homo sapiens,31,31,False,0.0,31.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3887259,101271,B,,260,260,False,0.0,255.0,98.07692307692308,8,,,,,,,,,,,,,,
CHEMBL3887260,107,B,Homo sapiens,82,82,False,0.0,82.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3887261,130,B,Homo sapiens,82,82,False,0.0,82.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3887262,11626,B,Homo sapiens,26,26,False,0.0,26.0,100.0,8,11626.0,"('2.7.11.22', '2.7.11.23')",EC_NUMBER,enzyme  kinase  protein kinase  cmgc  cdk  cdk9,CMGC protein kinase CDK9 subfamily,2,transferase,kinase_cmgc,kinase,"('Cyclin-dependent kinase', '[RNA-polymerase]-subunit kinase')",False,True,True,True
CHEMBL3887263,11678,B,Homo sapiens,44,44,False,0.0,22.0,50.0,8,11678.0,2.7.11.22,EC_NUMBER,enzyme  kinase  protein kinase  cmgc  cdk  cdc2,CMGC protein kinase CDC2 subfamily,2,transferase,kinase_cmgc,kinase,Cyclin-dependent kinase,True,True,True,True
CHEMBL3887264,11626,B,Homo sapiens,29,29,False,0.0,29.0,100.0,8,11626.0,"('2.7.11.22', '2.7.11.23')",EC_NUMBER,enzyme  kinase  protein kinase  cmgc  cdk  cdk9,CMGC protein kinase CDK9 subfamily,2,transferase,kinase_cmgc,kinase,"('Cyclin-dependent kinase', '[RNA-polymerase]-subunit kinase')",False,True,True,True
CHEMBL3887270,12832,B,Rattus norvegicus,37,37,False,0.0,36.0,97.29729729729728,8,,,,,,,,,,,,,,
CHEMBL3887271,11638,B,Homo sapiens,85,85,False,0.0,85.0,100.0,8,11638.0,2.7.11.24,EC_NUMBER,enzyme  kinase  protein kinase  cmgc  mapk  erk,CMGC protein kinase ERK subfamily,2,transferase,kinase_cmgc,kinase,Mitogen-activated protein kinase,True,True,True,True
CHEMBL3887280,17045,B,Homo sapiens,65,65,False,0.0,11.0,16.923076923076927,8,17045.0,"('1.14.14.1', '1.14.14.55', '1.14.14.56', '1.14.14.73')",EC_NUMBER,enzyme  cytochrome p450  cyp_3  cyp_3a  cyp_3a4,Cytochrome P450 3A4,1,oxidoreductase,cytochrome_p450,cytochrome,"('Unspecific monooxygenase', 'Quinine 3-monooxygenase', '1,8-cineole 2-exo-monooxygenase', 'Albendazole monooxygenase (sufoxide-forming)')",False,True,True,True
CHEMBL3887284,12545,B,,80,80,False,0.0,80.0,100.0,8,,,,,,,,,,,,,,
CHEMBL3887287,12944,B,Homo sapiens,121,121,False,0.0,60.0,49.58677685950413,8,12944.0,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  rsk  p70,AGC protein kinase p70 subfamily,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
